Gene	ALU_GSE7334_ELIANA	ABA_GSE3454_FABIAN
At5g13160		0.8572232060882228	0.010811214472790237
At5g26731		0.7785463422277585	0.1712849172254931
At5g65140		0.6193188809368301	0.17262956671277663
At5g61110		0.6139037596843353	0.32974729819446724
At5g49570		0.7425168919598291	0.14718840308563313
At5g46470		0.7769675320093715	0.19979884421028266
At5g39880		0.6252882023618769	0.3864421404471783
At5g18090		0.6282244052788919	0.10767420329937125
At5g02940		0.6939485663161458	0.2177665233217817
At3g60130		0.9677154018375451	0.12956755711857226
At3g59680		0.8788816673300829	0.15227754798096285
At4g25920		0.99883287857103	0.16029619302552509
At4g25330		0.7675098123403056	0.31787086228558015
At4g21750		0.6209480157565814	0.13581415944284733
At1g54920		0.768407767654138	0.13785117683070294
At3g30210		0.6832930273402931	0.22639517260510889
At1g14820		0.6530296845615	0.12548274124156877
At1g48180		0.7539135080311126	0.2720634911926957
At3g28420		0.8601892301055637	0.17518258016401678
At3g25400		0.7887901194786938	0.22592889282796674
At3g06490		0.816536896654834	0.18681488679402047
At1g60890		0.9850527967699001	0.1244124623265812
At1g73680		0.6168217208283551	0.20641815059641216
At1g74020		0.9531379775781738	0.2735124670369077
At1g62340		0.733352218657896	0.21157058034990056
At1g52970		0.6006270727660965	0.2536169764155377
At1g53035		0.7766794406400006	0.16584677039442564
At1g36470		0.6895622470418838	0.14833735747570187
At1g77830		0.6421399611782703	0.1728824131653428
At1g11310		0.7361834897754405	0.11410667693877426
At1g05580		0.7526955960845582	0.09391731495167484
At2g14110		0.9073553466737099	0.08004319472614464
At2g25030		0.717718769223148	0.4096645644665322
At2g20700		0.7330140394055528	0.31989035954473
At2g18070		0.7372688635448825	0.31737079600096746
At2g39950		0.762891628712335	0.03139031611711207
